continent,location,date,population,new_vaccinations,Rolling_New_Vac
Asia,Afghanistan,2021-05-27,39835428.0,2859.0,2859.0
Asia,Afghanistan,2021-06-03,39835428.0,4015.0,6874.0
Asia,Afghanistan,2022-01-27,39835428.0,6868.0,13742.0
Europe,Albania,2021-01-13,2872934.0,60.0,60.0
Europe,Albania,2021-01-14,2872934.0,78.0,138.0
Europe,Albania,2021-01-15,2872934.0,42.0,180.0
Europe,Albania,2021-01-16,2872934.0,61.0,241.0
Europe,Albania,2021-01-17,2872934.0,36.0,277.0
Europe,Albania,2021-01-18,2872934.0,42.0,319.0
Europe,Albania,2021-01-19,2872934.0,36.0,355.0
Europe,Albania,2021-01-20,2872934.0,36.0,391.0
Europe,Albania,2021-01-21,2872934.0,30.0,421.0
Europe,Albania,2021-02-18,2872934.0,1348.0,1769.0
Europe,Albania,2021-02-19,2872934.0,1128.0,2897.0
Europe,Albania,2021-03-23,2872934.0,3461.0,6358.0
Europe,Albania,2021-03-24,2872934.0,2302.0,8660.0
Europe,Albania,2021-03-25,2872934.0,5356.0,14016.0
Europe,Albania,2021-03-26,2872934.0,2900.0,16916.0
Europe,Albania,2021-03-27,2872934.0,1827.0,18743.0
Europe,Albania,2021-03-28,2872934.0,13925.0,32668.0
Europe,Albania,2021-03-31,2872934.0,19525.0,52193.0
Europe,Albania,2021-04-01,2872934.0,16617.0,68810.0
Europe,Albania,2021-04-02,2872934.0,17023.0,85833.0
Europe,Albania,2021-04-03,2872934.0,13010.0,98843.0
Europe,Albania,2021-04-04,2872934.0,7386.0,106229.0
Europe,Albania,2021-04-05,2872934.0,13826.0,120055.0
Europe,Albania,2021-04-06,2872934.0,14880.0,134935.0
Europe,Albania,2021-04-07,2872934.0,10791.0,145726.0
Europe,Albania,2021-04-08,2872934.0,10163.0,155889.0
Europe,Albania,2021-04-09,2872934.0,8134.0,164023.0
Europe,Albania,2021-04-10,2872934.0,6134.0,170157.0
Europe,Albania,2021-04-13,2872934.0,13685.0,183842.0
Europe,Albania,2021-04-16,2872934.0,10134.0,193976.0
Europe,Albania,2021-04-17,2872934.0,10218.0,204194.0
Europe,Albania,2021-04-18,2872934.0,8065.0,212259.0
Europe,Albania,2021-04-19,2872934.0,13029.0,225288.0
Europe,Albania,2021-04-20,2872934.0,4066.0,229354.0
Europe,Albania,2021-04-21,2872934.0,22075.0,251429.0
Europe,Albania,2021-04-22,2872934.0,10923.0,262352.0
Europe,Albania,2021-04-23,2872934.0,8353.0,270705.0
Europe,Albania,2021-04-24,2872934.0,8713.0,279418.0
Europe,Albania,2021-04-27,2872934.0,8236.0,287654.0
Europe,Albania,2021-04-28,2872934.0,16773.0,304427.0
Europe,Albania,2021-04-29,2872934.0,19620.0,324047.0
Europe,Albania,2021-04-30,2872934.0,23655.0,347702.0
Europe,Albania,2021-05-01,2872934.0,17125.0,364827.0
Europe,Albania,2021-05-04,2872934.0,19886.0,384713.0
Europe,Albania,2021-05-05,2872934.0,19197.0,403910.0
Europe,Albania,2021-05-06,2872934.0,15642.0,419552.0
Europe,Albania,2021-05-07,2872934.0,13467.0,433019.0
Europe,Albania,2021-05-08,2872934.0,11073.0,444092.0
Europe,Albania,2021-05-09,2872934.0,3234.0,447326.0
Europe,Albania,2021-05-10,2872934.0,12959.0,460285.0
Europe,Albania,2021-05-11,2872934.0,9548.0,469833.0
Europe,Albania,2021-05-12,2872934.0,10169.0,480002.0
Europe,Albania,2021-05-13,2872934.0,5662.0,485664.0
Europe,Albania,2021-05-14,2872934.0,14992.0,500656.0
Europe,Albania,2021-05-18,2872934.0,8864.0,509520.0
Europe,Albania,2021-05-19,2872934.0,8864.0,518384.0
Europe,Albania,2021-05-20,2872934.0,5932.0,524316.0
Europe,Albania,2021-05-21,2872934.0,5103.0,529419.0
Europe,Albania,2021-05-24,2872934.0,8519.0,537938.0
Europe,Albania,2021-05-27,2872934.0,10057.0,547995.0
Europe,Albania,2021-05-31,2872934.0,4257.0,552252.0
Europe,Albania,2021-06-01,2872934.0,3881.0,556133.0
Europe,Albania,2021-06-07,2872934.0,5058.0,561191.0
Europe,Albania,2021-06-08,2872934.0,6310.0,567501.0
Europe,Albania,2021-06-09,2872934.0,6564.0,574065.0
Europe,Albania,2021-06-10,2872934.0,6497.0,580562.0
Europe,Albania,2021-06-11,2872934.0,7228.0,587790.0
Europe,Albania,2021-06-12,2872934.0,4587.0,592377.0
Europe,Albania,2021-06-13,2872934.0,1562.0,593939.0
Europe,Albania,2021-06-14,2872934.0,6105.0,600044.0
Europe,Albania,2021-06-15,2872934.0,5895.0,605939.0
Europe,Albania,2021-06-16,2872934.0,5797.0,611736.0
Europe,Albania,2021-06-17,2872934.0,8401.0,620137.0
Europe,Albania,2021-06-21,2872934.0,9140.0,629277.0
Europe,Albania,2021-06-22,2872934.0,11377.0,640654.0
Europe,Albania,2021-06-23,2872934.0,11445.0,652099.0
Europe,Albania,2021-06-24,2872934.0,10012.0,662111.0
Europe,Albania,2021-06-29,2872934.0,12059.0,674170.0
Europe,Albania,2021-06-30,2872934.0,12536.0,686706.0
Europe,Albania,2021-07-01,2872934.0,6452.0,693158.0
Europe,Albania,2021-07-02,2872934.0,7013.0,700171.0
Europe,Albania,2021-07-05,2872934.0,5531.0,705702.0
Europe,Albania,2021-07-06,2872934.0,5982.0,711684.0
Europe,Albania,2021-07-07,2872934.0,5600.0,717284.0
Europe,Albania,2021-07-08,2872934.0,5634.0,722918.0
Europe,Albania,2021-07-09,2872934.0,5257.0,728175.0
Europe,Albania,2021-07-10,2872934.0,4854.0,733029.0
Europe,Albania,2021-07-11,2872934.0,1394.0,734423.0
Europe,Albania,2021-07-12,2872934.0,6432.0,740855.0
Europe,Albania,2021-07-13,2872934.0,6433.0,747288.0
Europe,Albania,2021-07-14,2872934.0,7832.0,755120.0
Europe,Albania,2021-07-15,2872934.0,8609.0,763729.0
Europe,Albania,2021-07-16,2872934.0,7934.0,771663.0
Europe,Albania,2021-07-17,2872934.0,7093.0,778756.0
Europe,Albania,2021-07-18,2872934.0,2230.0,780986.0
Europe,Albania,2021-07-21,2872934.0,13029.0,794015.0
Europe,Albania,2021-07-22,2872934.0,14332.0,808347.0
Europe,Albania,2021-07-30,2872934.0,11078.0,819425.0
Europe,Albania,2021-07-31,2872934.0,8086.0,827511.0
Europe,Albania,2021-08-01,2872934.0,4154.0,831665.0
Europe,Albania,2021-08-02,2872934.0,9674.0,841339.0
Europe,Albania,2021-08-03,2872934.0,8879.0,850218.0
Europe,Albania,2021-08-04,2872934.0,7765.0,857983.0
Europe,Albania,2021-08-05,2872934.0,8631.0,866614.0
Europe,Albania,2021-08-16,2872934.0,9556.0,876170.0
Europe,Albania,2021-08-17,2872934.0,9585.0,885755.0
Europe,Albania,2021-08-22,2872934.0,3414.0,889169.0
Europe,Albania,2021-08-23,2872934.0,9950.0,899119.0
Europe,Albania,2021-08-24,2872934.0,9677.0,908796.0
Europe,Albania,2021-08-25,2872934.0,9263.0,918059.0
Europe,Albania,2021-08-26,2872934.0,10254.0,928313.0
Europe,Albania,2021-08-27,2872934.0,12070.0,940383.0
Europe,Albania,2021-08-30,2872934.0,13284.0,953667.0
Europe,Albania,2021-08-31,2872934.0,14268.0,967935.0
Europe,Albania,2021-09-01,2872934.0,12934.0,980869.0
Europe,Albania,2021-09-02,2872934.0,14648.0,995517.0
Europe,Albania,2021-09-07,2872934.0,14394.0,1009911.0
Europe,Albania,2021-09-08,2872934.0,13687.0,1023598.0
Europe,Albania,2021-09-09,2872934.0,12089.0,1035687.0
Europe,Albania,2021-09-10,2872934.0,10173.0,1045860.0
Europe,Albania,2021-09-11,2872934.0,8621.0,1054481.0
Europe,Albania,2021-09-12,2872934.0,3356.0,1057837.0
Europe,Albania,2021-09-13,2872934.0,8605.0,1066442.0
Europe,Albania,2021-09-14,2872934.0,7954.0,1074396.0
Europe,Albania,2021-09-15,2872934.0,7525.0,1081921.0
Europe,Albania,2021-09-16,2872934.0,7350.0,1089271.0
Europe,Albania,2021-09-17,2872934.0,7253.0,1096524.0
Europe,Albania,2021-09-20,2872934.0,7711.0,1104235.0
Europe,Albania,2021-09-21,2872934.0,7995.0,1112230.0
Europe,Albania,2021-09-22,2872934.0,8503.0,1120733.0
Europe,Albania,2021-09-23,2872934.0,9551.0,1130284.0
Europe,Albania,2021-09-24,2872934.0,9911.0,1140195.0
Europe,Albania,2021-09-28,2872934.0,8863.0,1149058.0
Europe,Albania,2021-09-29,2872934.0,8553.0,1157611.0
Europe,Albania,2021-09-30,2872934.0,8824.0,1166435.0
Europe,Albania,2021-10-01,2872934.0,7733.0,1174168.0
Europe,Albania,2021-10-02,2872934.0,6934.0,1181102.0
Europe,Albania,2021-10-05,2872934.0,6828.0,1187930.0
Europe,Albania,2021-10-06,2872934.0,6551.0,1194481.0
Europe,Albania,2021-10-07,2872934.0,5891.0,1200372.0
Europe,Albania,2021-10-08,2872934.0,5608.0,1205980.0
Europe,Albania,2021-10-09,2872934.0,5759.0,1211739.0
Europe,Albania,2021-10-12,2872934.0,6634.0,1218373.0
Europe,Albania,2021-10-13,2872934.0,6147.0,1224520.0
Europe,Albania,2021-10-18,2872934.0,5805.0,1230325.0
Europe,Albania,2021-10-19,2872934.0,5973.0,1236298.0
Europe,Albania,2021-10-20,2872934.0,5981.0,1242279.0
Europe,Albania,2021-10-21,2872934.0,5720.0,1247999.0
Europe,Albania,2021-10-22,2872934.0,5607.0,1253606.0
Europe,Albania,2021-10-25,2872934.0,5488.0,1259094.0
Europe,Albania,2021-10-28,2872934.0,5611.0,1264705.0
Europe,Albania,2021-10-29,2872934.0,5172.0,1269877.0
Europe,Albania,2021-11-07,2872934.0,2472.0,1272349.0
Europe,Albania,2021-11-10,2872934.0,8614.0,1280963.0
Europe,Albania,2021-11-11,2872934.0,8258.0,1289221.0
Europe,Albania,2021-11-17,2872934.0,8607.0,1297828.0
Europe,Albania,2021-11-18,2872934.0,8205.0,1306033.0
Europe,Albania,2021-11-25,2872934.0,7112.0,1313145.0
Europe,Albania,2021-12-01,2872934.0,10758.0,1323903.0
Europe,Albania,2021-12-06,2872934.0,9202.0,1333105.0
Europe,Albania,2021-12-07,2872934.0,10133.0,1343238.0
Europe,Albania,2021-12-08,2872934.0,5009.0,1348247.0
Europe,Albania,2021-12-13,2872934.0,9944.0,1358191.0
Europe,Albania,2021-12-14,2872934.0,10313.0,1368504.0
Europe,Albania,2021-12-15,2872934.0,9865.0,1378369.0
Europe,Albania,2022-01-05,2872934.0,11284.0,1389653.0
Europe,Albania,2022-01-11,2872934.0,9006.0,1398659.0
Africa,Algeria,2021-01-30,44616626.0,30.0,30.0
Africa,Algeria,2021-11-22,44616626.0,23526.0,23556.0
Africa,Algeria,2021-11-30,44616626.0,147230.0,170786.0
Europe,Andorra,2021-04-05,77354.0,2829.0,2829.0
Europe,Andorra,2021-04-12,77354.0,1973.0,4802.0
North America,Anguilla,2021-02-14,15125.0,1421.0,1421.0
North America,Antigua and Barbuda,2021-04-17,98728.0,225.0,225.0
North America,Antigua and Barbuda,2021-05-26,98728.0,2221.0,2446.0
North America,Antigua and Barbuda,2021-05-27,98728.0,1709.0,4155.0
North America,Antigua and Barbuda,2021-06-07,98728.0,1686.0,5841.0
North America,Antigua and Barbuda,2021-07-09,98728.0,260.0,6101.0
North America,Antigua and Barbuda,2021-07-21,98728.0,114.0,6215.0
North America,Antigua and Barbuda,2021-07-22,98728.0,1325.0,7540.0
North America,Antigua and Barbuda,2021-07-29,98728.0,135.0,7675.0
North America,Antigua and Barbuda,2021-08-31,98728.0,432.0,8107.0
South America,Argentina,2021-01-21,45605823.0,17791.0,17791.0
South America,Argentina,2021-01-22,45605823.0,13878.0,31669.0
South America,Argentina,2021-01-23,45605823.0,8462.0,40131.0
South America,Argentina,2021-01-24,45605823.0,3959.0,44090.0
South America,Argentina,2021-01-25,45605823.0,363.0,44453.0
South America,Argentina,2021-01-26,45605823.0,13494.0,57947.0
South America,Argentina,2021-01-27,45605823.0,12153.0,70100.0
South America,Argentina,2021-01-28,45605823.0,9966.0,80066.0
South America,Argentina,2021-01-29,45605823.0,16035.0,96101.0
South America,Argentina,2021-01-30,45605823.0,22350.0,118451.0
South America,Argentina,2021-02-04,45605823.0,47456.0,165907.0
South America,Argentina,2021-02-07,45605823.0,29769.0,195676.0
South America,Argentina,2021-02-08,45605823.0,10430.0,206106.0
South America,Argentina,2021-02-09,45605823.0,1596.0,207702.0
South America,Argentina,2021-02-10,45605823.0,22125.0,229827.0
South America,Argentina,2021-02-11,45605823.0,37625.0,267452.0
South America,Argentina,2021-02-12,45605823.0,18704.0,286156.0
South America,Argentina,2021-02-13,45605823.0,14613.0,300769.0
South America,Argentina,2021-02-14,45605823.0,3360.0,304129.0
South America,Argentina,2021-02-15,45605823.0,186.0,304315.0
South America,Argentina,2021-02-16,45605823.0,1378.0,305693.0
South America,Argentina,2021-02-17,45605823.0,1153.0,306846.0
South America,Argentina,2021-02-18,45605823.0,23261.0,330107.0
South America,Argentina,2021-02-19,45605823.0,33071.0,363178.0
South America,Argentina,2021-02-20,45605823.0,38494.0,401672.0
South America,Argentina,2021-02-21,45605823.0,13119.0,414791.0
South America,Argentina,2021-02-22,45605823.0,1967.0,416758.0
South America,Argentina,2021-02-23,45605823.0,24381.0,441139.0
South America,Argentina,2021-02-24,45605823.0,33840.0,474979.0
South America,Argentina,2021-02-25,45605823.0,49377.0,524356.0
South America,Argentina,2021-02-26,45605823.0,74083.0,598439.0
South America,Argentina,2021-02-27,45605823.0,80980.0,679419.0
South America,Argentina,2021-02-28,45605823.0,40108.0,719527.0
South America,Argentina,2021-03-01,45605823.0,24166.0,743693.0
South America,Argentina,2021-03-02,45605823.0,76939.0,820632.0
South America,Argentina,2021-03-03,45605823.0,55184.0,875816.0
South America,Argentina,2021-03-04,45605823.0,71169.0,946985.0
South America,Argentina,2021-03-05,45605823.0,105135.0,1052120.0
South America,Argentina,2021-03-08,45605823.0,20621.0,1072741.0
South America,Argentina,2021-03-09,45605823.0,102258.0,1174999.0
South America,Argentina,2021-03-10,45605823.0,125481.0,1300480.0
South America,Argentina,2021-03-11,45605823.0,144636.0,1445116.0
South America,Argentina,2021-03-12,45605823.0,179131.0,1624247.0
South America,Argentina,2021-03-13,45605823.0,196533.0,1820780.0
South America,Argentina,2021-03-14,45605823.0,86691.0,1907471.0
South America,Argentina,2021-03-15,45605823.0,22765.0,1930236.0
South America,Argentina,2021-03-16,45605823.0,137168.0,2067404.0
South America,Argentina,2021-03-17,45605823.0,126741.0,2194145.0
South America,Argentina,2021-03-18,45605823.0,137050.0,2331195.0
South America,Argentina,2021-03-19,45605823.0,134211.0,2465406.0
South America,Argentina,2021-03-20,45605823.0,124500.0,2589906.0
South America,Argentina,2021-03-21,45605823.0,55964.0,2645870.0
South America,Argentina,2021-03-22,45605823.0,22616.0,2668486.0
South America,Argentina,2021-03-23,45605823.0,98287.0,2766773.0
South America,Argentina,2021-03-24,45605823.0,88202.0,2854975.0
South America,Argentina,2021-03-25,45605823.0,36906.0,2891881.0
South America,Argentina,2021-03-26,45605823.0,108576.0,3000457.0
South America,Argentina,2021-03-27,45605823.0,96045.0,3096502.0
South America,Argentina,2021-03-28,45605823.0,54823.0,3151325.0
South America,Argentina,2021-03-29,45605823.0,20785.0,3172110.0
South America,Argentina,2021-03-30,45605823.0,98498.0,3270608.0
South America,Argentina,2021-03-31,45605823.0,147366.0,3417974.0
South America,Argentina,2021-04-01,45605823.0,131085.0,3549059.0
South America,Argentina,2021-04-02,45605823.0,100135.0,3649194.0
South America,Argentina,2021-04-03,45605823.0,55744.0,3704938.0
South America,Argentina,2021-04-04,45605823.0,55609.0,3760547.0
South America,Argentina,2021-04-05,45605823.0,26303.0,3786850.0
South America,Argentina,2021-04-06,45605823.0,143367.0,3930217.0
South America,Argentina,2021-04-07,45605823.0,167644.0,4097861.0
South America,Argentina,2021-04-08,45605823.0,199395.0,4297256.0
South America,Argentina,2021-04-09,45605823.0,184809.0,4482065.0
South America,Argentina,2021-04-10,45605823.0,245445.0,4727510.0
South America,Argentina,2021-04-11,45605823.0,112144.0,4839654.0
South America,Argentina,2021-04-12,45605823.0,76388.0,4916042.0
South America,Argentina,2021-04-13,45605823.0,181878.0,5097920.0
South America,Argentina,2021-04-14,45605823.0,183041.0,5280961.0
South America,Argentina,2021-04-15,45605823.0,180227.0,5461188.0
South America,Argentina,2021-04-16,45605823.0,157870.0,5619058.0
South America,Argentina,2021-04-17,45605823.0,133856.0,5752914.0
South America,Argentina,2021-04-18,45605823.0,61940.0,5814854.0
South America,Argentina,2021-04-19,45605823.0,45742.0,5860596.0
South America,Argentina,2021-04-20,45605823.0,98587.0,5959183.0
South America,Argentina,2021-04-21,45605823.0,117427.0,6076610.0
South America,Argentina,2021-04-22,45605823.0,142870.0,6219480.0
South America,Argentina,2021-04-23,45605823.0,113973.0,6333453.0
South America,Argentina,2021-04-24,45605823.0,209868.0,6543321.0
South America,Argentina,2021-04-25,45605823.0,117670.0,6660991.0
South America,Argentina,2021-04-26,45605823.0,79755.0,6740746.0
South America,Argentina,2021-04-27,45605823.0,171946.0,6912692.0
South America,Argentina,2021-04-28,45605823.0,171336.0,7084028.0
South America,Argentina,2021-04-29,45605823.0,157020.0,7241048.0
South America,Argentina,2021-04-30,45605823.0,150207.0,7391255.0
South America,Argentina,2021-05-01,45605823.0,106257.0,7497512.0
South America,Argentina,2021-05-02,45605823.0,26432.0,7523944.0
South America,Argentina,2021-05-03,45605823.0,41891.0,7565835.0
South America,Argentina,2021-05-04,45605823.0,157218.0,7723053.0
South America,Argentina,2021-05-05,45605823.0,194502.0,7917555.0
South America,Argentina,2021-05-06,45605823.0,199548.0,8117103.0
South America,Argentina,2021-05-07,45605823.0,229630.0,8346733.0
South America,Argentina,2021-05-08,45605823.0,181056.0,8527789.0
South America,Argentina,2021-05-09,45605823.0,80850.0,8608639.0
South America,Argentina,2021-05-10,45605823.0,40162.0,8648801.0
South America,Argentina,2021-05-11,45605823.0,114246.0,8763047.0
South America,Argentina,2021-05-12,45605823.0,146940.0,8909987.0
South America,Argentina,2021-05-13,45605823.0,157566.0,9067553.0
South America,Argentina,2021-05-14,45605823.0,162853.0,9230406.0
South America,Argentina,2021-05-15,45605823.0,158259.0,9388665.0
South America,Argentina,2021-05-16,45605823.0,65160.0,9453825.0
South America,Argentina,2021-05-17,45605823.0,75047.0,9528872.0
South America,Argentina,2021-05-18,45605823.0,190538.0,9719410.0
South America,Argentina,2021-05-19,45605823.0,190557.0,9909967.0
South America,Argentina,2021-05-20,45605823.0,165596.0,10075563.0
South America,Argentina,2021-05-21,45605823.0,209261.0,10284824.0
South America,Argentina,2021-05-22,45605823.0,199877.0,10484701.0
South America,Argentina,2021-05-23,45605823.0,108891.0,10593592.0
South America,Argentina,2021-05-24,45605823.0,81918.0,10675510.0
South America,Argentina,2021-05-25,45605823.0,92741.0,10768251.0
South America,Argentina,2021-05-26,45605823.0,88857.0,10857108.0
South America,Argentina,2021-05-27,45605823.0,172410.0,11029518.0
South America,Argentina,2021-05-28,45605823.0,173257.0,11202775.0
South America,Argentina,2021-05-29,45605823.0,229964.0,11432739.0
South America,Argentina,2021-05-30,45605823.0,213204.0,11645943.0
South America,Argentina,2021-05-31,45605823.0,137396.0,11783339.0
South America,Argentina,2021-06-01,45605823.0,239781.0,12023120.0
South America,Argentina,2021-06-02,45605823.0,304037.0,12327157.0
South America,Argentina,2021-06-03,45605823.0,278080.0,12605237.0
South America,Argentina,2021-06-04,45605823.0,294872.0,12900109.0
South America,Argentina,2021-06-05,45605823.0,356454.0,13256563.0
South America,Argentina,2021-06-06,45605823.0,361972.0,13618535.0
South America,Argentina,2021-06-07,45605823.0,243671.0,13862206.0
South America,Argentina,2021-06-08,45605823.0,327641.0,14189847.0
South America,Argentina,2021-06-09,45605823.0,348929.0,14538776.0
South America,Argentina,2021-06-10,45605823.0,340674.0,14879450.0
South America,Argentina,2021-06-11,45605823.0,376815.0,15256265.0
South America,Argentina,2021-06-12,45605823.0,372518.0,15628783.0
South America,Argentina,2021-06-13,45605823.0,184161.0,15812944.0
South America,Argentina,2021-06-14,45605823.0,95141.0,15908085.0
South America,Argentina,2021-06-15,45605823.0,261726.0,16169811.0
South America,Argentina,2021-06-16,45605823.0,232850.0,16402661.0
South America,Argentina,2021-06-17,45605823.0,296009.0,16698670.0
South America,Argentina,2021-06-18,45605823.0,303307.0,17001977.0
South America,Argentina,2021-06-19,45605823.0,361186.0,17363163.0
South America,Argentina,2021-06-20,45605823.0,248268.0,17611431.0
South America,Argentina,2021-06-21,45605823.0,113510.0,17724941.0
South America,Argentina,2021-06-22,45605823.0,181776.0,17906717.0
South America,Argentina,2021-06-23,45605823.0,266109.0,18172826.0
South America,Argentina,2021-06-24,45605823.0,274896.0,18447722.0
South America,Argentina,2021-06-25,45605823.0,284128.0,18731850.0
South America,Argentina,2021-06-26,45605823.0,293423.0,19025273.0
South America,Argentina,2021-06-27,45605823.0,250237.0,19275510.0
South America,Argentina,2021-06-28,45605823.0,202112.0,19477622.0
South America,Argentina,2021-06-29,45605823.0,270117.0,19747739.0
