Location,date,total_cases,population,coviddeath_population
United States,2021-02-02,26588580.0,332915074.0,0.13628640918794804
United States,2021-02-03,26711450.0,332915074.0,0.13746298553005742
United States,2021-02-04,26836759.0,332915074.0,0.13862964943425782
United States,2021-02-05,26968322.0,332915074.0,0.13973323418812811
United States,2021-02-06,27084666.0,332915074.0,0.14055536578076366
United States,2021-02-07,27175145.0,332915074.0,0.14099902247141863
United States,2021-02-08,27257915.0,332915074.0,0.14143486936250896
United States,2021-02-09,27352081.0,332915074.0,0.14235552458042197
United States,2021-02-10,27448070.0,332915074.0,0.14337890870030115
United States,2021-02-11,27554079.0,332915074.0,0.14433741140841222
United States,2021-02-12,27654999.0,332915074.0,0.14520369840627884
United States,2021-02-13,27745918.0,332915074.0,0.14589336378322118
United States,2021-02-14,27814320.0,332915074.0,0.14625321531700905
United States,2021-02-15,27870046.0,332915074.0,0.1465382730011198
United States,2021-02-16,27929071.0,332915074.0,0.14703209263513253
United States,2021-02-17,27997742.0,332915074.0,0.14776681454802496
United States,2021-02-18,28069917.0,332915074.0,0.14854989714283709
United States,2021-02-19,28145430.0,332915074.0,0.14931135260039322
United States,2021-02-20,28219209.0,332915074.0,0.14989198116033639
United States,2021-02-21,28274742.0,332915074.0,0.15026054362440794
United States,2021-02-22,28330085.0,332915074.0,0.1506212962889148
United States,2021-02-23,28403319.0,332915074.0,0.15130495412773048
United States,2021-02-24,28478086.0,332915074.0,0.15228538435000394
United States,2021-02-25,28555685.0,332915074.0,0.153015300232395
United States,2021-02-26,28631575.0,332915074.0,0.1536626124655443
United States,2021-02-27,28702830.0,332915074.0,0.15411948574007794
United States,2021-02-28,28754858.0,332915074.0,0.15445200297538947
United States,2021-03-01,28805388.0,332915074.0,0.15484820011484368
United States,2021-03-02,28862898.0,332915074.0,0.15542882867478688
United States,2021-03-03,28930239.0,332915074.0,0.15620410147003438
United States,2021-03-04,28999122.0,332915074.0,0.1567904371911979
United States,2021-03-05,29067248.0,332915074.0,0.157307986600811
United States,2021-03-06,29128391.0,332915074.0,0.157767863644408
United States,2021-03-07,29170536.0,332915074.0,0.15798143162481132
United States,2021-03-08,29213913.0,332915074.0,0.15819319734377663
United States,2021-03-09,29269398.0,332915074.0,0.15872906974467607
United States,2021-03-10,29326925.0,332915074.0,0.15920126224143277
United States,2021-03-11,29388859.0,332915074.0,0.15967405549200214
United States,2021-03-12,29451918.0,332915074.0,0.16010389484496576
United States,2021-03-13,29507316.0,332915074.0,0.16040337062058055
United States,2021-03-14,29545941.0,332915074.0,0.16056317113475013
United States,2021-03-15,29599094.0,332915074.0,0.16077343496918375
United States,2021-03-16,29652590.0,332915074.0,0.16115221024807067
United States,2021-03-17,29712639.0,332915074.0,0.16151776894307887
United States,2021-03-18,29774282.0,332915074.0,0.16201279008471692
United States,2021-03-19,29835992.0,332915074.0,0.16232698432874204
United States,2021-03-20,29894151.0,332915074.0,0.16255917567733805
United States,2021-03-21,29928773.0,332915074.0,0.16279647343334175
United States,2021-03-22,29977846.0,332915074.0,0.16295657432441765
United States,2021-03-23,30031016.0,332915074.0,0.16324043050090306
United States,2021-03-24,30118489.0,332915074.0,0.16370150905212541
United States,2021-03-25,30186504.0,332915074.0,0.16410942089092667
United States,2021-03-26,30262696.0,332915074.0,0.16446026111752451
United States,2021-03-27,30326043.0,332915074.0,0.16470476791928024
United States,2021-03-28,30371542.0,332915074.0,0.16483993752713041
United States,2021-03-29,30438941.0,332915074.0,0.16503638402387272
United States,2021-03-30,30500307.0,332915074.0,0.16531423266223144
United States,2021-03-31,30569290.0,332915074.0,0.16564494763610493
United States,2021-04-01,30646709.0,332915074.0,0.16598227090191775
United States,2021-04-02,30719710.0,332915074.0,0.16625291049452451
United States,2021-04-03,30783757.0,332915074.0,0.16648450108930785
United States,2021-04-04,30821112.0,332915074.0,0.166575515291927
United States,2021-04-05,30890543.0,332915074.0,0.16671278753812149
United States,2021-04-06,30953090.0,332915074.0,0.1669723131851939
United States,2021-04-07,31028777.0,332915074.0,0.1677514908802237
United States,2021-04-08,31109238.0,332915074.0,0.16806478399352984
United States,2021-04-09,31193686.0,332915074.0,0.16833812697829356
United States,2021-04-10,31263513.0,332915074.0,0.1685555998584792
United States,2021-04-11,31310299.0,332915074.0,0.16864120727678433
United States,2021-04-12,31373912.0,332915074.0,0.16877697763844721
United States,2021-04-13,31455139.0,332915074.0,0.16904040818530194
United States,2021-04-14,31530165.0,332915074.0,0.16932156096963036
United States,2021-04-15,31604288.0,332915074.0,0.1695934020698624
United States,2021-04-16,31684966.0,332915074.0,0.16985202658621582
United States,2021-04-17,31739836.0,332915074.0,0.17006469343590011
United States,2021-04-18,31783114.0,332915074.0,0.17016351743808392
United States,2021-04-19,31846005.0,332915074.0,0.17031490739887614
United States,2021-04-20,31908140.0,332915074.0,0.17056932663854085
United States,2021-04-21,31972388.0,332915074.0,0.17083636170827157
United States,2021-04-22,32039289.0,332915074.0,0.171120217884757
United States,2021-04-23,32102481.0,332915074.0,0.17134910508738332
United States,2021-04-24,32156770.0,332915074.0,0.17157859304382234
United States,2021-04-25,32190911.0,332915074.0,0.17166690385428449
United States,2021-04-26,32234044.0,332915074.0,0.17180898213098034
United States,2021-04-27,32286396.0,332915074.0,0.172012036919662
United States,2021-04-28,32341541.0,332915074.0,0.17231091194146408
United States,2021-04-29,32400406.0,332915074.0,0.17257914851882014
United States,2021-04-30,32458408.0,332915074.0,0.17282185305913786
United States,2021-05-01,32506671.0,332915074.0,0.17304563385435651
United States,2021-05-02,32536739.0,332915074.0,0.17314205484128964
United States,2021-05-03,32582611.0,332915074.0,0.17328413311798552
United States,2021-05-04,32625177.0,332915074.0,0.17355807685656191
United States,2021-05-05,32670956.0,332915074.0,0.17380228328141129
United States,2021-05-06,32717555.0,332915074.0,0.17405069498294931
United States,2021-05-07,32765734.0,332915074.0,0.17429820555376835
United States,2021-05-08,32800889.0,332915074.0,0.17448894488929029
United States,2021-05-09,32823380.0,332915074.0,0.17456073496990407
United States,2021-05-10,32856571.0,332915074.0,0.17468058535553124
United States,2021-05-11,32891774.0,332915074.0,0.17489084918996489
United States,2021-05-12,32927695.0,332915074.0,0.17513054996121924
United States,2021-05-13,32966583.0,332915074.0,0.17536784771722294
United States,2021-05-14,33008627.0,332915074.0,0.17555768592202586
United States,2021-05-15,33039024.0,332915074.0,0.17571658530547643
United States,2021-05-16,33056455.0,332915074.0,0.17579588480874855
United States,2021-05-17,33082275.0,332915074.0,0.17591423330984404
United States,2021-05-18,33111059.0,332915074.0,0.1761485272967844
United States,2021-05-19,33140560.0,332915074.0,0.1763539851007167
United States,2021-05-20,33170660.0,332915074.0,0.176559442904649
United States,2021-05-21,33199350.0,332915074.0,0.17675018224017094
United States,2021-05-22,33220295.0,332915074.0,0.17689556466283651
United States,2021-05-23,33233825.0,332915074.0,0.1769526362750399
United States,2021-05-24,33256079.0,332915074.0,0.1770842013600141
United States,2021-05-25,33280603.0,332915074.0,0.1772788455953184
United States,2021-05-26,33305122.0,332915074.0,0.1775723138328065
United States,2021-05-27,33331959.0,332915074.0,0.17797932454088877
United States,2021-05-28,33354188.0,332915074.0,0.178141528070309
United States,2021-05-29,33367337.0,332915074.0,0.17824665998752584
United States,2021-05-30,33374523.0,332915074.0,0.17829141614656957
United States,2021-05-31,33380601.0,332915074.0,0.17834007720539563
United States,2021-06-01,33401579.0,332915074.0,0.17853201804854291
United States,2021-06-02,33418277.0,332915074.0,0.17870143062371516
United States,2021-06-03,33436646.0,332915074.0,0.17889337146686246
United States,2021-06-04,33454454.0,332915074.0,0.17905167009650036
United States,2021-06-05,33469900.0,332915074.0,0.17922618907908028
United States,2021-06-06,33475821.0,332915074.0,0.179275450891719
United States,2021-06-07,33489980.0,332915074.0,0.17936736622505714
United States,2021-06-08,33502924.0,332915074.0,0.17946679098105361
United States,2021-06-09,33521466.0,332915074.0,0.17961097189609385
United States,2021-06-10,33536394.0,332915074.0,0.17973652944294136
United States,2021-06-11,33561395.0,332915074.0,0.17989843259545527
United States,2021-06-12,33570436.0,332915074.0,0.17998133662160337
United States,2021-06-13,33575621.0,332915074.0,0.1800125758198621
United States,2021-06-14,33587163.0,332915074.0,0.18006664366300218
United States,2021-06-15,33598028.0,332915074.0,0.18016696954971767
United States,2021-06-16,33609901.0,332915074.0,0.1802820139048435
United States,2021-06-17,33621498.0,332915074.0,0.18037723338415129
United States,2021-06-18,33642780.0,332915074.0,0.18056166480464025
United States,2021-06-19,33651711.0,332915074.0,0.18061543227087398
United States,2021-06-20,33656550.0,332915074.0,0.18063735978503634
United States,2021-06-21,33667216.0,332915074.0,0.18071485702687046
United States,2021-06-22,33677896.0,332915074.0,0.18082028932099362
United States,2021-06-23,33690516.0,332915074.0,0.18094013970662079
United States,2021-06-24,33704831.0,332915074.0,0.18104226785477429
United States,2021-06-25,33729219.0,332915074.0,0.18119936497678685
United States,2021-06-26,33738535.0,332915074.0,0.18124742528180027
United States,2021-06-27,33743059.0,332915074.0,0.1812693527959626
United States,2021-06-28,33756713.0,332915074.0,0.18131320782428734
United States,2021-06-29,33763723.0,332915074.0,0.18141443484172182
United States,2021-06-30,33778905.0,332915074.0,0.18150304602909029
United States,2021-07-01,33793912.0,332915074.0,0.18158895382430174
United States,2021-07-02,33823604.0,332915074.0,0.18171961777855694
United States,2021-07-03,33828754.0,332915074.0,0.181746651700127
United States,2021-07-04,33832852.0,332915074.0,0.18175896715328668
United States,2021-07-05,33841566.0,332915074.0,0.18179621388967204
United States,2021-07-06,33864319.0,332915074.0,0.1818863269615722
United States,2021-07-07,33884407.0,332915074.0,0.18198274794850533
United States,2021-07-08,33905190.0,332915074.0,0.18205724142127611
United States,2021-07-09,33952770.0,332915074.0,0.18219601555200232
United States,2021-07-10,33962499.0,332915074.0,0.182221847965947
United States,2021-07-11,33974022.0,332915074.0,0.18225609093326908
United States,2021-07-12,34004042.0,332915074.0,0.18232547799863216
United States,2021-07-13,34030361.0,332915074.0,0.182433313308006
United States,2021-07-14,34061589.0,332915074.0,0.18253303844090882
United States,2021-07-15,34093350.0,332915074.0,0.18263096131237361
United States,2021-07-16,34170681.0,332915074.0,0.18273849624484112
United States,2021-07-17,34184176.0,332915074.0,0.18276102451281614
United States,2021-07-18,34204767.0,332915074.0,0.18281449160214355
United States,2021-07-19,34254549.0,332915074.0,0.18287066208362798
United States,2021-07-20,34293935.0,332915074.0,0.18295837214027744
United States,2021-07-21,34341529.0,332915074.0,0.18306410481130692
United States,2021-07-22,34397917.0,332915074.0,0.18315241562176904
United States,2021-07-23,34518683.0,332915074.0,0.18332062668931598
United States,2021-07-24,34546181.0,332915074.0,0.18335727267188867
United States,2021-07-25,34573276.0,332915074.0,0.18338340546273973
United States,2021-07-26,34654106.0,332915074.0,0.18346150345838649
United States,2021-07-27,34718929.0,332915074.0,0.1835966730662367
United States,2021-07-28,34792074.0,332915074.0,0.18371111666754986
United States,2021-07-29,34864902.0,332915074.0,0.18380933991592102
United States,2021-07-30,35055480.0,332915074.0,0.18407156895515042
United States,2021-07-31,35097395.0,332915074.0,0.18411932888325747
United States,2021-08-01,35140283.0,332915074.0,0.18418421029502557
United States,2021-08-02,35252696.0,332915074.0,0.18428994296605508
United States,2021-08-03,35349429.0,332915074.0,0.184465363079354
United States,2021-08-04,35452414.0,332915074.0,0.18462546397042989
United States,2021-08-05,35561519.0,332915074.0,0.18477685393122209
United States,2021-08-06,35812825.0,332915074.0,0.18512348888113128
United States,2021-08-07,35873301.0,332915074.0,0.18519918386152739
United States,2021-08-08,35906028.0,332915074.0,0.18523462833647478
United States,2021-08-09,36071491.0,332915074.0,0.185384216035829
United States,2021-08-10,36188715.0,332915074.0,0.18564404205980772
United States,2021-08-11,36341730.0,332915074.0,0.18587803566984173
United States,2021-08-12,36486712.0,332915074.0,0.18618201709905149
United States,2021-08-13,36712690.0,332915074.0,0.18649921511214
United States,2021-08-14,36780953.0,332915074.0,0.18657791386159941
United States,2021-08-15,36825005.0,332915074.0,0.18663348358927118
United States,2021-08-16,37028846.0,332915074.0,0.18694497444113931
United States,2021-08-17,37177696.0,332915074.0,0.18725406227775676
United States,2021-08-18,37344288.0,332915074.0,0.18760700514269896
United States,2021-08-19,37498703.0,332915074.0,0.18814197641287939
United States,2021-08-20,37738738.0,332915074.0,0.18858623385734705
United States,2021-08-21,37821250.0,332915074.0,0.18875204190964331
United States,2021-08-22,37861424.0,332915074.0,0.18880580937587704
United States,2021-08-23,38084507.0,332915074.0,0.18921462234539732
United States,2021-08-24,38239604.0,332915074.0,0.18964175830620394
United States,2021-08-25,38412059.0,332915074.0,0.19008931989664127
United States,2021-08-26,38599748.0,332915074.0,0.19075645700560859
United States,2021-08-27,38838233.0,332915074.0,0.19127400641522169
United States,2021-08-28,38911130.0,332915074.0,0.19146414499693096
United States,2021-08-29,38956748.0,332915074.0,0.19155095392286142
United States,2021-08-30,39196293.0,332915074.0,0.19207150710153786
United States,2021-08-31,39376573.0,332915074.0,0.19250495097737749
United States,2021-09-01,39573244.0,332915074.0,0.19311591760486038
United States,2021-09-02,39749108.0,332915074.0,0.19400293060926405
United States,2021-09-03,39986438.0,332915074.0,0.19459437273783523
United States,2021-09-04,40063577.0,332915074.0,0.19478511207335719
United States,2021-09-05,40115821.0,332915074.0,0.19490406132826535
United States,2021-09-06,40196351.0,332915074.0,0.19508398709515928
United States,2021-09-07,40438624.0,332915074.0,0.19570877106033355
United States,2021-09-08,40616538.0,332915074.0,0.19639333002986822
United States,2021-09-09,40781968.0,332915074.0,0.19737976779026833
United States,2021-09-10,41014263.0,332915074.0,0.19810968367265941
United States,2021-09-11,41092395.0,332915074.0,0.19834758218247578
United States,2021-09-12,41137317.0,332915074.0,0.19844850882300391
United States,2021-09-13,41372563.0,332915074.0,0.1990958210561532
United States,2021-09-14,41515237.0,332915074.0,0.19967494773156469
United States,2021-09-15,41691591.0,332915074.0,0.20050579025448395
United States,2021-09-16,41848520.0,332915074.0,0.20154539472730512
United States,2021-09-17,42059125.0,332915074.0,0.20228011664019754
United States,2021-09-18,42130437.0,332915074.0,0.20256967997790329
United States,2021-09-19,42173614.0,332915074.0,0.20267391076440114
United States,2021-09-20,42352899.0,332915074.0,0.20336057237228011
United States,2021-09-21,42469965.0,332915074.0,0.20406795998669619
United States,2021-09-22,42606567.0,332915074.0,0.20492283266212211
United States,2021-09-23,42734142.0,332915074.0,0.20590416401511455
United States,2021-09-24,42910699.0,332915074.0,0.20665030025044767
United States,2021-09-25,42969688.0,332915074.0,0.20688759800645135
United States,2021-09-26,43021946.0,332915074.0,0.20705250492802857
United States,2021-09-27,43181713.0,332915074.0,0.20774457332022161
United States,2021-09-28,43294429.0,332915074.0,0.20851353820043605
United States,2021-09-29,43415387.0,332915074.0,0.20929842305668619
United States,2021-09-30,43526729.0,332915074.0,0.21013887764060815
United States,2021-10-01,43681341.0,332915074.0,0.21078048271253708
United States,2021-10-02,43728344.0,332915074.0,0.21101898197616611
United States,2021-10-03,43771948.0,332915074.0,0.21116887005242665
United States,2021-10-04,43917417.0,332915074.0,0.21175730841193449
United States,2021-10-05,44012786.0,332915074.0,0.21233012717231303
United States,2021-10-06,44125767.0,332915074.0,0.21312041881287719
United States,2021-10-07,44227224.0,332915074.0,0.2138650531636786
United States,2021-10-08,44358947.0,332915074.0,0.21441594440989478
United States,2021-10-09,44396648.0,332915074.0,0.2145427034643676
United States,2021-10-10,44435556.0,332915074.0,0.21468327985653179
United States,2021-10-11,44533042.0,332915074.0,0.21501429520731163
United States,2021-10-12,44644174.0,332915074.0,0.21572108206791502
United States,2021-10-13,44753023.0,332915074.0,0.21669039834465412
United States,2021-10-14,44840005.0,332915074.0,0.2173341060549274
United States,2021-10-15,44949847.0,332915074.0,0.2178828946627992
United States,2021-10-16,44989085.0,332915074.0,0.21804089291553078
United States,2021-10-17,45020167.0,332915074.0,0.21817696365409997
United States,2021-10-18,45120200.0,332915074.0,0.21870082097874607
United States,2021-10-19,45201482.0,332915074.0,0.21934272642758135
United States,2021-10-20,45293434.0,332915074.0,0.22030483365856843
United States,2021-10-21,45371365.0,332915074.0,0.22090198294836
United States,2021-10-22,45467745.0,332915074.0,0.22147149756276879
United States,2021-10-23,45499584.0,332915074.0,0.22163340071528273
United States,2021-10-24,45518157.0,332915074.0,0.22170669268042814
United States,2021-10-25,45629281.0,332915074.0,0.22213142562598412
United States,2021-10-26,45698509.0,332915074.0,0.22261743546043217
United States,2021-10-27,45800881.0,332915074.0,0.22324101791798109
United States,2021-10-28,45876636.0,332915074.0,0.2237943121794479
United States,2021-10-29,45971768.0,332915074.0,0.22431576648884333
United States,2021-10-30,46005638.0,332915074.0,0.22442480330584247
United States,2021-10-31,46037667.0,332915074.0,0.22449479112501827
United States,2021-11-01,46149147.0,332915074.0,0.22487026225793549
United States,2021-11-02,46220114.0,332915074.0,0.2252562465825744
United States,2021-11-03,46305480.0,332915074.0,0.22584708795733294
United States,2021-11-04,46387214.0,332915074.0,0.22621024363709044
United States,2021-11-05,46483909.0,332915074.0,0.22684794380923709
United States,2021-11-06,46518515.0,332915074.0,0.22698641756305696
United States,2021-11-07,46554829.0,332915074.0,0.22704258804454136
United States,2021-11-08,46663871.0,332915074.0,0.22740784636264322
United States,2021-11-09,46743841.0,332915074.0,0.22785450682236155
United States,2021-11-10,46839555.0,332915074.0,0.22836004115572131
United States,2021-11-11,46896228.0,332915074.0,0.22861836529516835
United States,2021-11-12,47041059.0,332915074.0,0.22936660416884574
United States,2021-11-13,47084567.0,332915074.0,0.22953361372876738
United States,2021-11-14,47115787.0,332915074.0,0.22959068534097077
United States,2021-11-15,47250612.0,332915074.0,0.22997246438892102
United States,2021-11-16,47337687.0,332915074.0,0.23037496944340827
United States,2021-11-17,47450374.0,332915074.0,0.23088080415367435
United States,2021-11-18,47560575.0,332915074.0,0.23127940430837926
United States,2021-11-19,47687498.0,332915074.0,0.23182188500121809
United States,2021-11-20,47732305.0,332915074.0,0.23195705460906826
United States,2021-11-21,47771540.0,332915074.0,0.23201712999033502
United States,2021-11-22,47917201.0,332915074.0,0.23238839584656357
United States,2021-11-23,48008489.0,332915074.0,0.23280171446967884
United States,2021-11-24,48120033.0,332915074.0,0.23332767443266927
United States,2021-11-25,48159091.0,332915074.0,0.23346734969411448
United States,2021-11-26,48211796.0,332915074.0,0.23357758801873896
United States,2021-11-27,48237812.0,332915074.0,0.23367070485970243
United States,2021-11-28,48280318.0,332915074.0,0.23373738853290854
United States,2021-11-29,48468058.0,332915074.0,0.23431471294688205
United States,2021-11-30,48585395.0,332915074.0,0.23477338848285376
United States,2021-12-01,48722378.0,332915074.0,0.23540658300140535
United States,2021-12-02,48861600.0,332915074.0,0.2365792544437324
United States,2021-12-03,49020246.0,332915074.0,0.23707067106249446
United States,2021-12-04,49085836.0,332915074.0,0.2372704217052064
United States,2021-12-05,49140102.0,332915074.0,0.23737194909954723
United States,2021-12-06,49319595.0,332915074.0,0.23777775830000417
United States,2021-12-07,49432833.0,332915074.0,0.23828869941767788
United States,2021-12-08,49582496.0,332915074.0,0.23883478463339272
United States,2021-12-09,49704943.0,332915074.0,0.23929466167698973
United States,2021-12-10,49865620.0,332915074.0,0.23984555292320586
United States,2021-12-11,49921455.0,332915074.0,0.2400227752979428
United States,2021-12-12,49972772.0,332915074.0,0.24011889590796962
United States,2021-12-13,50159858.0,332915074.0,0.24053822206921158
United States,2021-12-14,50274681.0,332915074.0,0.24099389383611991
United States,2021-12-15,50418257.0,332915074.0,0.24167965431327992
United States,2021-12-16,50559859.0,332915074.0,0.24205993147669849
United States,2021-12-17,50752628.0,332915074.0,0.24261743101485395
United States,2021-12-18,50830410.0,332915074.0,0.24280997261181392
United States,2021-12-19,50918205.0,332915074.0,0.24288897173817969
United States,2021-12-20,51160618.0,332915074.0,0.24335906159659204
United States,2021-12-21,51338986.0,332915074.0,0.24394930221753791
United States,2021-12-22,51579723.0,332915074.0,0.24459150804327953
United States,2021-12-23,51849468.0,332915074.0,0.24563772080804006
United States,2021-12-24,52082925.0,332915074.0,0.24584257785815969
United States,2021-12-25,52155722.0,332915074.0,0.24590235286252013
United States,2021-12-26,52351414.0,332915074.0,0.24595972485162987
United States,2021-12-27,52860038.0,332915074.0,0.24652473381244372
United States,2021-12-28,53216075.0,332915074.0,0.24724383612620676
United States,2021-12-29,53714478.0,332915074.0,0.24793740640293147
United States,2021-12-30,54302740.0,332915074.0,0.24839518080818412
United States,2021-12-31,54792588.0,332915074.0,0.24860214049664811
United States,2022-01-01,54958865.0,332915074.0,0.24871177806745992
United States,2022-01-02,55262954.0,332915074.0,0.24881300508489443
United States,2022-01-03,56339367.0,332915074.0,0.24936149331585988
United States,2022-01-04,57144882.0,332915074.0,0.25005025756208321
United States,2022-01-05,57789246.0,332915074.0,0.25068315170372851
United States,2022-01-06,58603772.0,332915074.0,0.2512763960937377
United States,2022-01-07,59460479.0,332915074.0,0.25197597390858911
United States,2022-01-08,59846380.0,332915074.0,0.25220516148812178
United States,2022-01-09,60322383.0,332915074.0,0.25235895446416462
United States,2022-01-10,61691256.0,332915074.0,0.2529392826472015
United States,2022-01-11,62461206.0,332915074.0,0.25365478043808853
United States,2022-01-12,63371044.0,332915074.0,0.2545117557518588
United States,2022-01-13,64211440.0,332915074.0,0.25518970642945416
United States,2022-01-14,65070941.0,332915074.0,0.25593013550356686
United States,2022-01-15,65465272.0,332915074.0,0.25619326567351525
United States,2022-01-16,65933232.0,332915074.0,0.25638070086306758
United States,2022-01-17,66595151.0,332915074.0,0.25665734799380097
United States,2022-01-18,67708601.0,332915074.0,0.25741129402869878
United States,2022-01-19,68707224.0,332915074.0,0.25857165001786614
United States,2022-01-20,69417755.0,332915074.0,0.25936164128152395
United States,2022-01-21,70239924.0,332915074.0,0.26030452439050566
United States,2022-01-22,70526042.0,332915074.0,0.26056014513779568
United States,2022-01-23,70881714.0,332915074.0,0.26074277429684667
United States,2022-01-24,71783483.0,332915074.0,0.26134232660188883
United States,2022-01-25,72333439.0,332915074.0,0.26224736222067252
United States,2022-01-26,72980648.0,332915074.0,0.263462687183699
United States,2022-01-27,73465396.0,332915074.0,0.26417217743645938
United States,2022-01-28,74063641.0,332915074.0,0.26533703907922174
United States,2022-01-29,74232238.0,332915074.0,0.26565483784612287
United States,2022-01-30,74424305.0,332915074.0,0.26575125883305606
United States,2022-01-31,74951445.0,332915074.0,0.26647877170019646
United States,2022-02-01,75350359.0,332915074.0,0.26756673685493737